caldt,sp500,sp500_ret
1917-02-01,9.03,-0.056426332288401326
1917-03-01,9.31,0.03100775193798455
1917-04-01,9.17,-0.015037593984962516
1917-05-01,8.86,-0.03380588876772084
1917-06-01,9.04,0.020316027088036037
1917-07-01,8.79,-0.027654867256637128
1917-08-01,8.53,-0.029579067121729197
1917-09-01,8.12,-0.04806565064478319
1917-10-01,7.68,-0.054187192118226535
1917-11-01,7.04,-0.08333333333333326
1917-12-01,6.8,-0.03409090909090917
1918-01-01,7.21,0.06029411764705883
1918-02-01,7.43,0.030513176144244092
1918-03-01,7.28,-0.020188425302826274
1918-04-01,7.21,-0.009615384615384692
1918-05-01,7.44,0.03190013869625519
1918-06-01,7.45,0.0013440860215052641
1918-07-01,7.51,0.00805369127516764
1918-08-01,7.58,0.009320905459387463
1918-09-01,7.54,-0.00527704485488123
1918-10-01,7.86,0.04244031830238737
1918-11-01,8.06,0.025445292620865256
1918-12-01,7.9,-0.01985111662531014
1919-01-01,7.85,-0.006329113924050778
1919-02-01,7.88,0.003821656050955413
1919-03-01,8.12,0.030456852791878042
1919-04-01,8.39,0.03325123152709386
1919-05-01,8.97,0.06912991656734202
1919-06-01,9.21,0.026755852842809347
1919-07-01,9.51,0.03257328990227992
1919-08-01,8.87,-0.06729758149316512
1919-09-01,9.01,0.015783540022547893
1919-10-01,9.47,0.05105438401775819
1919-11-01,9.19,-0.029567053854276826
1919-12-01,8.92,-0.029379760609357986
1920-01-01,8.83,-0.010089686098654682
1920-02-01,8.1,-0.08267270668176674
1920-03-01,8.67,0.07037037037037042
1920-04-01,8.6,-0.008073817762399127
1920-05-01,8.06,-0.06279069767441847
1920-06-01,7.92,-0.017369727047146455
1920-07-01,7.91,-0.0012626262626261875
1920-08-01,7.6,-0.03919089759797734
1920-09-01,7.87,0.03552631578947385
1920-10-01,7.88,0.0012706480304955914
1920-11-01,7.48,-0.050761421319796884
1920-12-01,6.81,-0.08957219251336912
1921-01-01,7.11,0.04405286343612347
1921-02-01,7.06,-0.007032348804500765
1921-03-01,6.88,-0.025495750708215303
1921-04-01,6.91,0.0043604651162791885
1921-05-01,7.12,0.03039073806078152
1921-06-01,6.55,-0.0800561797752809
1921-07-01,6.53,-0.003053435114503733
1921-08-01,6.45,-0.012251148545176171
1921-09-01,6.61,0.024806201550387597
1921-10-01,6.7,0.013615733736762392
1921-11-01,7.06,0.05373134328358198
1921-12-01,7.31,0.03541076487252126
1922-01-01,7.3,-0.001367989056087482
1922-02-01,7.46,0.021917808219177992
1922-03-01,7.74,0.03753351206434319
1922-04-01,8.21,0.06072351421188649
1922-05-01,8.53,0.03897685749086466
1922-06-01,8.45,-0.009378663540445475
1922-07-01,8.51,0.007100591715976323
1922-08-01,8.83,0.03760282021151595
1922-09-01,9.06,0.02604756511891293
1922-10-01,9.26,0.02207505518763786
1922-11-01,8.8,-0.049676025917926414
1922-12-01,8.78,-0.002272727272727426
1923-01-01,8.9,0.013667425968109548
1923-02-01,9.28,0.04269662921348294
1923-03-01,9.43,0.0161637931034484
1923-04-01,9.1,-0.03499469777306474
1923-05-01,8.67,-0.047252747252747196
1923-06-01,8.34,-0.03806228373702425
1923-07-01,8.06,-0.033573141486810454
1923-08-01,8.1,0.004962779156327368
1923-09-01,8.15,0.006172839506172867
1923-10-01,8.03,-0.014723926380368235
1923-11-01,8.27,0.029887920298879322
1923-12-01,8.55,0.0338573155985491
1924-01-01,8.83,0.03274853801169586
1924-02-01,8.87,0.0045300113250281715
1924-03-01,8.7,-0.01916572717023679
1924-04-01,8.5,-0.02298850574712641
1924-05-01,8.47,-0.003529411764705781
1924-06-01,8.63,0.018890200708382432
1924-07-01,9.03,0.04634994206257215
1924-08-01,9.34,0.034330011074197087
1924-09-01,9.25,-0.009635974304068484
1924-10-01,9.13,-0.01297297297297284
1924-11-01,9.64,0.0558598028477546
1924-12-01,10.16,0.053941908713692976
1925-01-01,10.58,0.04133858267716528
1925-02-01,10.67,0.008506616257088817
1925-03-01,10.39,-0.026241799437675684
1925-04-01,10.28,-0.010587102983638186
1925-05-01,10.61,0.032101167315175205
1925-06-01,10.8,0.017907634307257503
1925-07-01,11.1,0.02777777777777768
1925-08-01,11.25,0.013513513513513598
1925-09-01,11.51,0.023111111111111082
1925-10-01,11.89,0.0330147697654215
1925-11-01,12.26,0.03111858704793935
1925-12-01,12.46,0.016313213703099683
1926-01-01,12.65,0.015248796147672605
1926-02-01,12.67,0.0015810276679841806
1926-03-01,11.81,-0.06787687450670876
1926-04-01,11.48,-0.02794242167654526
1926-05-01,11.56,0.006968641114982521
1926-06-01,12.11,0.04757785467128017
1926-07-01,12.62,0.04211395540875307
1926-08-01,13.12,0.03961965134706813
1926-09-01,13.32,0.015243902439024515
1926-10-01,13.02,-0.022522522522522626
1926-11-01,13.19,0.013056835637480724
1926-12-01,13.49,0.022744503411675554
1927-01-01,13.4,-0.006671608598962209
1927-02-01,13.66,0.0194029850746269
1927-03-01,13.87,0.015373352855051259
1927-04-01,14.21,0.024513338139870333
1927-05-01,14.7,0.0344827586206895
1927-06-01,14.89,0.012925170068027292
1927-07-01,15.22,0.022162525184687754
1927-08-01,16.03,0.05321944809461243
1927-09-01,16.94,0.05676855895196509
